timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
2.1277,4,4,20,5.1094,10.0000,9.9849,5.2222,180,6,"Human(Clone):-4.22:0.02:-11.84|Human(Clone):-8.42:-0.04:-8.31|Parcel_1_R1_to_PD1:-10.14:1.19:-13.51|Human(Clone):4.21:-0.04:11.82|Forklift(Clone):0.00:-0.02:-10.75|MovableObstacle(Clone):0.04:0.02:4.48",0.0612,-0.0251,-0.0453,-0.0180,0.0008,-0.0001,0.0391,0.0343,1.7929,1.5731,-22.1799,-13.2412,102.1013,1.6830,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.299|H2:-4.200:0.000:-11.799|H3:-22.000:0.000:-4.299|H4:4.200:0.000:11.799|H5:8.400:0.000:8.299","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-10.737|F2:20.000:0.000:-5.237","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.299","0.000:0.000:0.800","-4.200:0.000:-11.799","0.000:0.000:0.800","-22.000:0.000:-4.299","0.000:0.000:0.800","4.200:0.000:11.799","0.000:0.000:-0.800","8.400:0.000:8.299","0.000:0.000:-0.800","0.000:0.000:-10.737","0.000:0.000:1.300","20.000:0.000:-5.237","0.000:0.000:1.300",99.957,"Nominal",0.000,1,"NavigateToSource:Forward"
2.2287,4,4,21,5.0592,9.9945,10.0000,5.1684,180,6,"Human(Clone):-4.22:0.01:-11.80|Human(Clone):-8.42:0.00:-8.31|Parcel_1_R1_to_PD1:-10.11:1.13:-13.49|Human(Clone):4.17:0.01:11.80|Forklift(Clone):0.03:0.02:-10.70|MovableObstacle(Clone):0.04:0.03:4.49",0.0500,-0.0767,0.0178,0.0328,0.0528,0.0081,0.0460,0.0217,2.1687,1.0245,-22.0168,-13.2678,96.4547,1.5966,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.219|H2:-4.200:0.000:-11.719|H3:-22.000:0.000:-4.219|H4:4.200:0.000:11.719|H5:8.400:0.000:8.219","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-10.605|F2:20.000:0.000:-5.105","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.219","0.000:0.000:0.800","-4.200:0.000:-11.719","0.000:0.000:0.800","-22.000:0.000:-4.219","0.000:0.000:0.800","4.200:0.000:11.719","0.000:0.000:-0.800","8.400:0.000:8.219","0.000:0.000:-0.800","0.000:0.000:-10.605","0.000:0.000:1.300","20.000:0.000:-5.105","0.000:0.000:1.300",99.955,"Nominal",0.000,1,"NavigateToSource:Forward"
2.3301,4,4,22,5.0116,10.0000,9.9789,5.1288,180,6,"Human(Clone):-4.20:-0.01:-11.62|Human(Clone):-8.39:0.02:-8.13|Parcel_1_R1_to_PD1:-10.19:1.14:-13.51|Human(Clone):4.16:0.03:11.67|Forklift(Clone):-0.01:0.05:-10.51|MovableObstacle(Clone):0.00:-0.01:4.51",-0.0413,-0.0915,-0.0826,-0.0134,0.0086,-0.0318,0.0487,0.0204,2.3922,1.0017,-21.8763,-13.2773,88.4287,1.6970,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.138|H2:-4.200:0.000:-11.638|H3:-22.000:0.000:-4.138|H4:4.200:0.000:11.638|H5:8.400:0.000:8.138","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-10.474|F2:20.000:0.000:-4.974","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.138","0.000:0.000:0.800","-4.200:0.000:-11.638","0.000:0.000:0.800","-22.000:0.000:-4.138","0.000:0.000:0.800","4.200:0.000:11.638","0.000:0.000:-0.800","8.400:0.000:8.138","0.000:0.000:-0.800","0.000:0.000:-10.474","0.000:0.000:1.300","20.000:0.000:-4.974","0.000:0.000:1.300",99.953,"Nominal",0.000,1,"NavigateToSource:Forward"
2.4306,4,4,23,4.9852,9.9772,10.0000,5.0912,180,6,"Human(Clone):-4.18:0.00:-11.62|Human(Clone):-8.41:0.00:-8.15|Parcel_1_R1_to_PD1:-10.17:1.12:-13.51|Human(Clone):4.23:-0.02:11.63|Forklift(Clone):-0.01:-0.04:-10.43|MovableObstacle(Clone):0.02:-0.01:4.54",0.0464,-0.0312,0.0123,0.0067,0.0525,0.0004,0.0191,0.0334,0.9482,1.6525,-21.7313,-13.2723,91.1420,1.3004,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.057|H2:-4.200:0.000:-11.557|H3:-22.000:0.000:-4.057|H4:4.200:0.000:11.557|H5:8.400:0.000:8.057","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-10.343|F2:20.000:0.000:-4.843","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.057","0.000:0.000:0.800","-4.200:0.000:-11.557","0.000:0.000:0.800","-22.000:0.000:-4.057","0.000:0.000:0.800","4.200:0.000:11.557","0.000:0.000:-0.800","8.400:0.000:8.057","0.000:0.000:-0.800","0.000:0.000:-10.343","0.000:0.000:1.300","20.000:0.000:-4.843","0.000:0.000:1.300",99.951,"Nominal",0.000,1,"NavigateToSource:Forward"
2.5324,4,4,24,4.9215,9.9292,9.9991,5.0955,180,6,"Human(Clone):-4.22:0.00:-11.47|Human(Clone):-8.41:0.04:-8.00|Parcel_1_R1_to_PD1:-10.18:1.17:-13.49|Human(Clone):4.16:-0.01:11.53|Forklift(Clone):-0.03:0.03:-10.25|MovableObstacle(Clone):-0.01:0.03:4.53",0.0104,0.0453,0.1271,0.0537,0.0030,0.0155,0.0266,0.0327,1.3018,1.6026,-21.5735,-13.2806,93.3952,1.4522,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.976|H2:-4.200:0.000:-11.476|H3:-22.000:0.000:-3.976|H4:4.200:0.000:11.476|H5:8.400:0.000:7.976","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-10.211|F2:20.000:0.000:-4.711","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.976","0.000:0.000:0.800","-4.200:0.000:-11.476","0.000:0.000:0.800","-22.000:0.000:-3.976","0.000:0.000:0.800","4.200:0.000:11.476","0.000:0.000:-0.800","8.400:0.000:7.976","0.000:0.000:-0.800","0.000:0.000:-10.211","0.000:0.000:1.300","20.000:0.000:-4.711","0.000:0.000:1.300",99.949,"Nominal",0.000,1,"NavigateToSource:Forward"
2.6334,4,4,25,4.9067,9.9937,10.0000,5.0824,180,6,"Human(Clone):-4.19:0.01:-11.41|Human(Clone):-8.42:0.01:-7.97|Parcel_1_R1_to_PD1:-10.13:1.11:-13.49|Human(Clone):4.23:0.03:11.45|Forklift(Clone):0.03:0.00:-10.16|MovableObstacle(Clone):0.04:0.00:4.52",-0.0047,0.0624,0.0262,-0.0424,0.0246,0.0224,0.0258,0.0243,1.2513,1.1783,-21.4489,-13.2918,95.5834,1.2148,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.895|H2:-4.200:0.000:-11.395|H3:-22.000:0.000:-3.895|H4:4.200:0.000:11.395|H5:8.400:0.000:7.895","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-10.079|F2:20.000:0.000:-4.579","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.895","0.000:0.000:0.800","-4.200:0.000:-11.395","0.000:0.000:0.800","-22.000:0.000:-3.895","0.000:0.000:0.800","4.200:0.000:11.395","0.000:0.000:-0.800","8.400:0.000:7.895","0.000:0.000:-0.800","0.000:0.000:-10.079","0.000:0.000:1.300","20.000:0.000:-4.579","0.000:0.000:1.300",99.947,"Nominal",0.000,1,"NavigateToSource:Forward"
2.7347,4,4,26,4.8753,10.0000,10.0000,4.9979,180,6,"Human(Clone):-4.17:-0.01:-11.31|Human(Clone):-8.38:0.03:-7.87|Parcel_1_R1_to_PD1:-10.11:1.14:-13.50|Human(Clone):4.24:0.00:11.34|Forklift(Clone):-0.02:0.04:-9.98|MovableObstacle(Clone):0.03:-0.01:4.48",0.0815,0.0069,0.0047,-0.0155,0.0248,0.0098,0.0196,0.0334,0.9045,1.5425,-21.2898,-13.2986,93.6336,1.2235,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.814|H2:-4.200:0.000:-11.314|H3:-22.000:0.000:-3.814|H4:4.200:0.000:11.314|H5:8.400:0.000:7.814","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.948|F2:20.000:0.000:-4.448","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.814","0.000:0.000:0.800","-4.200:0.000:-11.314","0.000:0.000:0.800","-22.000:0.000:-3.814","0.000:0.000:0.800","4.200:0.000:11.314","0.000:0.000:-0.800","8.400:0.000:7.814","0.000:0.000:-0.800","0.000:0.000:-9.948","0.000:0.000:1.300","20.000:0.000:-4.448","0.000:0.000:1.300",99.945,"Nominal",0.000,1,"NavigateToSource:Forward"
2.8352,4,4,27,4.8431,10.0000,9.9976,5.0309,180,6,"Human(Clone):-4.19:-0.01:-11.32|Human(Clone):-8.42:0.03:-7.80|Parcel_1_R1_to_PD1:-10.13:1.15:-13.48|Human(Clone):4.16:-0.02:11.28|Forklift(Clone):-0.02:0.02:-9.86|MovableObstacle(Clone):0.02:-0.01:4.46",0.0478,0.0201,0.0243,0.0058,0.0282,-0.0151,0.0410,0.0362,1.9814,1.7467,-21.1405,-13.3218,97.4770,1.8640,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.733|H2:-4.200:0.000:-11.233|H3:-22.000:0.000:-3.733|H4:4.200:0.000:11.233|H5:8.400:0.000:7.733","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.817|F2:20.000:0.000:-4.317","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.733","0.000:0.000:0.800","-4.200:0.000:-11.233","0.000:0.000:0.800","-22.000:0.000:-3.733","0.000:0.000:0.800","4.200:0.000:11.233","0.000:0.000:-0.800","8.400:0.000:7.733","0.000:0.000:-0.800","0.000:0.000:-9.817","0.000:0.000:1.300","20.000:0.000:-4.317","0.000:0.000:1.300",99.943,"Nominal",0.000,1,"NavigateToSource:Forward"
2.9365,4,4,28,4.7829,9.9787,10.0000,4.9553,180,6,"Human(Clone):-4.17:-0.01:-11.17|Human(Clone):-8.40:0.04:-7.70|Parcel_1_R1_to_PD1:-10.18:1.14:-13.52|Human(Clone):4.15:-0.01:11.19|Forklift(Clone):0.00:0.03:-9.70|MovableObstacle(Clone):-0.02:-0.01:4.51",-0.0423,0.0040,0.0054,0.0539,0.0251,0.0170,0.0439,0.0373,2.0128,1.7116,-20.9807,-13.3402,94.3335,1.8622,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.652|H2:-4.200:0.000:-11.152|H3:-22.000:0.000:-3.652|H4:4.200:0.000:11.152|H5:8.400:0.000:7.652","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.685|F2:20.000:0.000:-4.185","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.652","0.000:0.000:0.800","-4.200:0.000:-11.152","0.000:0.000:0.800","-22.000:0.000:-3.652","0.000:0.000:0.800","4.200:0.000:11.152","0.000:0.000:-0.800","8.400:0.000:7.652","0.000:0.000:-0.800","0.000:0.000:-9.685","0.000:0.000:1.300","20.000:0.000:-4.185","0.000:0.000:1.300",99.941,"Nominal",0.000,1,"NavigateToSource:Forward"
3.0373,4,4,29,4.7945,10.0000,10.0000,4.9064,180,6,"Human(Clone):-4.24:0.01:-11.11|Human(Clone):-8.35:0.00:-7.61|Parcel_1_R1_to_PD1:-10.14:1.17:-13.50|Human(Clone):4.17:-0.03:11.11|Forklift(Clone):0.02:-0.02:-9.65|MovableObstacle(Clone):0.01:-0.04:4.47",0.0716,0.0949,0.0210,0.0384,-0.0203,0.0030,0.0322,0.0340,1.4686,1.5488,-20.8094,-13.3593,97.1900,1.5087,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.572|H2:-4.200:0.000:-11.072|H3:-22.000:0.000:-3.572|H4:4.200:0.000:11.072|H5:8.400:0.000:7.572","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.554|F2:20.000:0.000:-4.054","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.572","0.000:0.000:0.800","-4.200:0.000:-11.072","0.000:0.000:0.800","-22.000:0.000:-3.572","0.000:0.000:0.800","4.200:0.000:11.072","0.000:0.000:-0.800","8.400:0.000:7.572","0.000:0.000:-0.800","0.000:0.000:-9.554","0.000:0.000:1.300","20.000:0.000:-4.054","0.000:0.000:1.300",99.939,"Nominal",0.000,1,"NavigateToSource:Forward"
3.1392,4,4,30,4.6991,9.9610,9.9922,4.8758,180,6,"Human(Clone):-4.19:-0.03:-11.00|Human(Clone):-8.38:-0.01:-7.50|Parcel_1_R1_to_PD1:-10.14:1.11:-13.51|Human(Clone):4.16:-0.02:11.03|Forklift(Clone):0.02:0.01:-9.44|MovableObstacle(Clone):0.02:-0.02:4.52",0.0380,-0.0208,0.0012,-0.0059,0.0285,0.0408,0.0321,0.0226,1.5650,1.1023,-20.6545,-13.3803,96.6739,1.3337,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.490|H2:-4.200:0.000:-10.990|H3:-22.000:0.000:-3.490|H4:4.200:0.000:10.990|H5:8.400:0.000:7.490","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.422|F2:20.000:0.000:-3.922","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.490","0.000:0.000:0.800","-4.200:0.000:-10.990","0.000:0.000:0.800","-22.000:0.000:-3.490","0.000:0.000:0.800","4.200:0.000:10.990","0.000:0.000:-0.800","8.400:0.000:7.490","0.000:0.000:-0.800","0.000:0.000:-9.422","0.000:0.000:1.300","20.000:0.000:-3.922","0.000:0.000:1.300",99.937,"Nominal",0.000,1,"NavigateToSource:Forward"
3.2417,4,4,31,4.6902,9.9980,10.0000,4.8153,180,6,"Human(Clone):-4.19:0.01:-11.00|Human(Clone):-8.39:0.04:-7.46|Parcel_1_R1_to_PD1:-10.16:1.18:-13.51|Human(Clone):4.19:-0.01:10.95|Forklift(Clone):-0.01:0.00:-9.34|MovableObstacle(Clone):0.02:-0.03:4.53",-0.0300,0.0472,-0.0045,-0.0247,0.0134,-0.0312,0.0477,0.0239,2.2160,1.1081,-20.4951,-13.3959,94.2704,1.6621,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.408|H2:-4.200:0.000:-10.908|H3:-22.000:0.000:-3.408|H4:4.200:0.000:10.908|H5:8.400:0.000:7.408","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.288|F2:20.000:0.000:-3.788","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.408","0.000:0.000:0.800","-4.200:0.000:-10.908","0.000:0.000:0.800","-22.000:0.000:-3.408","0.000:0.000:0.800","4.200:0.000:10.908","0.000:0.000:-0.800","8.400:0.000:7.408","0.000:0.000:-0.800","0.000:0.000:-9.288","0.000:0.000:1.300","20.000:0.000:-3.788","0.000:0.000:1.300",99.935,"Nominal",0.000,1,"NavigateToSource:Forward"
3.3434,4,4,32,4.6751,10.0000,9.9623,4.8045,180,6,"Human(Clone):-4.20:0.04:-10.85|Human(Clone):-8.39:-0.03:-7.35|Parcel_1_R1_to_PD1:-10.19:1.18:-13.51|Human(Clone):4.20:0.00:10.89|Forklift(Clone):-0.01:0.01:-9.15|MovableObstacle(Clone):0.01:-0.01:4.54",0.1249,-0.0991,0.0165,-0.0238,0.0321,-0.0135,0.0544,0.0121,2.6024,0.5809,-20.3254,-13.3972,86.3447,1.5917,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.327|H2:-4.200:0.000:-10.827|H3:-22.000:0.000:-3.327|H4:4.200:0.000:10.827|H5:8.400:0.000:7.327","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.156|F2:20.000:0.000:-3.656","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.327","0.000:0.000:0.800","-4.200:0.000:-10.827","0.000:0.000:0.800","-22.000:0.000:-3.327","0.000:0.000:0.800","4.200:0.000:10.827","0.000:0.000:-0.800","8.400:0.000:7.327","0.000:0.000:-0.800","0.000:0.000:-9.156","0.000:0.000:1.300","20.000:0.000:-3.656","0.000:0.000:1.300",99.933,"Nominal",0.000,1,"NavigateToSource:Forward"
3.4454,4,4,33,4.6351,10.0000,10.0000,4.7630,180,6,"Human(Clone):-4.19:0.01:-10.75|Human(Clone):-8.38:0.01:-7.27|Parcel_1_R1_to_PD1:-10.18:1.17:-13.51|Human(Clone):4.17:0.03:10.77|Forklift(Clone):0.00:0.04:-9.14|MovableObstacle(Clone):0.01:0.04:4.52",0.0229,-0.0246,-0.0821,-0.0154,-0.0034,0.0132,0.0240,0.0281,1.1557,1.3510,-20.1674,-13.4078,97.4583,1.2534,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.245|H2:-4.200:0.000:-10.745|H3:-22.000:0.000:-3.245|H4:4.200:0.000:10.745|H5:8.400:0.000:7.245","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-9.024|F2:20.000:0.000:-3.524","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.245","0.000:0.000:0.800","-4.200:0.000:-10.745","0.000:0.000:0.800","-22.000:0.000:-3.245","0.000:0.000:0.800","4.200:0.000:10.745","0.000:0.000:-0.800","8.400:0.000:7.245","0.000:0.000:-0.800","0.000:0.000:-9.024","0.000:0.000:1.300","20.000:0.000:-3.524","0.000:0.000:1.300",99.930,"Nominal",0.000,1,"NavigateToSource:Forward"
3.5465,4,4,34,4.5943,10.0000,10.0000,4.7173,180,6,"Human(Clone):-4.18:0.01:-10.66|Human(Clone):-8.39:-0.02:-7.18|Parcel_1_R1_to_PD1:-10.16:1.15:-13.48|Human(Clone):4.19:-0.02:10.66|Forklift(Clone):0.01:-0.04:-8.94|MovableObstacle(Clone):-0.01:-0.02:4.54",-0.0581,-0.0394,0.0832,0.0363,-0.0053,0.0235,0.0225,0.0426,1.0966,2.0747,-20.0098,-13.4307,101.6163,1.5856,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.164|H2:-4.200:0.000:-10.664|H3:-22.000:0.000:-3.164|H4:4.200:0.000:10.664|H5:8.400:0.000:7.164","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-8.892|F2:20.000:0.000:-3.392","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.164","0.000:0.000:0.800","-4.200:0.000:-10.664","0.000:0.000:0.800","-22.000:0.000:-3.164","0.000:0.000:0.800","4.200:0.000:10.664","0.000:0.000:-0.800","8.400:0.000:7.164","0.000:0.000:-0.800","0.000:0.000:-8.892","0.000:0.000:1.300","20.000:0.000:-3.392","0.000:0.000:1.300",99.928,"Nominal",0.000,1,"NavigateToSource:Forward"
3.6483,4,4,35,4.5382,10.0000,10.0000,4.6912,180,6,"Human(Clone):-4.16:0.02:-10.64|Human(Clone):-8.41:-0.02:-7.15|Parcel_1_R1_to_PD1:-10.16:1.18:-13.47|Human(Clone):4.22:-0.02:10.64|Forklift(Clone):0.01:-0.04:-8.87|MovableObstacle(Clone):0.03:0.00:4.53",-0.0209,-0.0552,-0.0097,0.0240,0.0144,0.0090,0.0285,0.0266,1.3110,1.2237,-19.8698,-13.4600,101.4036,1.2674,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.083|H2:-4.200:0.000:-10.583|H3:-22.000:0.000:-3.083|H4:4.200:0.000:10.583|H5:8.400:0.000:7.083","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-8.760|F2:20.000:0.000:-3.260","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.083","0.000:0.000:0.800","-4.200:0.000:-10.583","0.000:0.000:0.800","-22.000:0.000:-3.083","0.000:0.000:0.800","4.200:0.000:10.583","0.000:0.000:-0.800","8.400:0.000:7.083","0.000:0.000:-0.800","0.000:0.000:-8.760","0.000:0.000:1.300","20.000:0.000:-3.260","0.000:0.000:1.300",99.926,"Nominal",0.000,1,"NavigateToSource:Forward"
3.7505,4,4,36,4.5224,10.0000,10.0000,4.6631,180,6,"Human(Clone):-4.20:-0.02:-10.56|Human(Clone):-8.43:0.02:-7.02|Parcel_1_R1_to_PD1:-10.14:1.17:-13.51|Human(Clone):4.17:0.03:10.50|Forklift(Clone):0.00:0.00:-8.65|MovableObstacle(Clone):0.00:0.02:4.53",-0.0258,-0.0032,-0.0107,0.0003,0.0180,0.0258,0.0200,0.0357,0.9404,1.6788,-19.7210,-13.4978,105.8338,1.3096,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.001|H2:-4.200:0.000:-10.501|H3:-22.000:0.000:-3.001|H4:4.200:0.000:10.501|H5:8.400:0.000:7.001","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-8.627|F2:20.000:0.000:-3.127","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.001","0.000:0.000:0.800","-4.200:0.000:-10.501","0.000:0.000:0.800","-22.000:0.000:-3.001","0.000:0.000:0.800","4.200:0.000:10.501","0.000:0.000:-0.800","8.400:0.000:7.001","0.000:0.000:-0.800","0.000:0.000:-8.627","0.000:0.000:1.300","20.000:0.000:-3.127","0.000:0.000:1.300",99.924,"Nominal",0.000,1,"NavigateToSource:Forward"
3.8517,4,4,37,4.4857,9.9928,10.0000,4.6345,180,6,"Human(Clone):-4.19:-0.03:-10.44|Human(Clone):-8.39:0.02:-6.98|Parcel_1_R1_to_PD1:-10.15:1.13:-13.52|Human(Clone):4.21:0.00:10.47|Forklift(Clone):0.03:-0.03:-8.60|MovableObstacle(Clone):-0.02:-0.04:4.50",-0.0048,0.0337,-0.0040,-0.0278,0.0060,0.0193,0.0313,0.0277,1.4258,1.2603,-19.6124,-13.5365,109.4352,1.3431,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.920|H2:-4.200:0.000:-10.420|H3:-22.000:0.000:-2.920|H4:4.200:0.000:10.420|H5:8.400:0.000:6.920","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-8.495|F2:20.000:0.000:-2.995","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.920","0.000:0.000:0.800","-4.200:0.000:-10.420","0.000:0.000:0.800","-22.000:0.000:-2.920","0.000:0.000:0.800","4.200:0.000:10.420","0.000:0.000:-0.800","8.400:0.000:6.920","0.000:0.000:-0.800","0.000:0.000:-8.495","0.000:0.000:1.300","20.000:0.000:-2.995","0.000:0.000:1.300",99.922,"Nominal",0.000,1,"NavigateToSource:Forward"
