timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
96.1511,9,9,947,1.1217,1.3237,7.9334,9.9538,180,0,"",-0.0520,0.0069,8.2431,-0.0135,0.0111,0.0093,0.0345,0.0341,1.7053,1.6851,21.5279,-32.8143,123.1310,1.6952,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,True,False,True,"H1:-8.400:0.000:-5.948|H2:-4.200:0.000:10.006|H3:-22.538:0.000:0.394|H4:4.200:0.000:7.395|H5:8.400:0.000:1.399","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:4.655|F2:20.000:0.000:-7.033","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-5.948","0.000:0.000:0.800","-4.200:0.000:10.006","0.000:0.000:0.800","-22.538:0.000:0.394","0.076:0.000:0.796","4.200:0.000:7.395","0.000:0.000:-0.800","8.400:0.000:1.399","0.000:0.000:0.800","0.000:0.000:4.655","0.000:0.000:1.300","20.000:0.000:-7.033","0.000:0.000:-1.300",97.286,"Degraded",0.000,1,"NavigateToSource:Forward"
96.2512,9,9,948,0.9260,1.0381,7.9196,10.0000,180,0,"",0.0185,0.0703,-0.0387,0.0071,0.0002,0.0055,0.0515,0.0429,2.3077,1.9225,21.6803,-32.9197,124.5153,2.1151,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,True,False,True,"H1:-8.400:0.000:-5.868|H2:-4.200:0.000:10.086|H3:-22.530:0.000:0.474|H4:4.200:0.000:7.315|H5:8.400:0.000:1.479","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:4.785|F2:20.000:0.000:-7.163","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-5.868","0.000:0.000:0.800","-4.200:0.000:10.086","0.000:0.000:0.800","-22.530:0.000:0.474","0.076:0.000:0.796","4.200:0.000:7.315","0.000:0.000:-0.800","8.400:0.000:1.479","0.000:0.000:0.800","0.000:0.000:4.785","0.000:0.000:1.300","20.000:0.000:-7.163","0.000:0.000:-1.300",97.284,"Degraded",0.000,1,"NavigateToSource:Forward"
96.3520,9,9,949,0.7826,0.9631,7.8106,9.9454,180,0,"",0.0823,-0.0463,0.0087,0.0053,0.0050,-0.0292,0.0301,0.0457,1.2338,1.8755,21.7909,-32.9873,122.7189,1.5547,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,True,False,True,"H1:-8.400:0.000:-5.787|H2:-4.200:0.000:10.166|H3:-22.523:0.000:0.554|H4:4.200:0.000:7.235|H5:8.400:0.000:1.560","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:4.916|F2:20.000:0.000:-7.294","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-5.787","0.000:0.000:0.800","-4.200:0.000:10.166","0.000:0.000:0.800","-22.523:0.000:0.554","0.076:0.000:0.796","4.200:0.000:7.235","0.000:0.000:-0.800","8.400:0.000:1.560","0.000:0.000:0.800","0.000:0.000:4.916","0.000:0.000:1.300","20.000:0.000:-7.294","0.000:0.000:-1.300",97.282,"Degraded",0.000,1,"NavigateToSource:Forward"
96.4539,9,9,950,0.5550,0.6614,7.9553,9.9571,180,0,"",0.0095,-0.0675,0.0586,-0.0245,-0.0200,0.0102,0.0166,0.0291,0.7183,1.2576,21.9196,-33.0622,122.6441,0.9880,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,True,False,True,"H1:-8.400:0.000:-5.706|H2:-4.200:0.000:10.248|H3:-22.515:0.000:0.635|H4:4.200:0.000:7.153|H5:8.400:0.000:1.641","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:5.049|F2:20.000:0.000:-7.427","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-5.706","0.000:0.000:0.800","-4.200:0.000:10.248","0.000:0.000:0.800","-22.515:0.000:0.635","0.076:0.000:0.796","4.200:0.000:7.153","0.000:0.000:-0.800","8.400:0.000:1.641","0.000:0.000:0.800","0.000:0.000:5.049","0.000:0.000:1.300","20.000:0.000:-7.427","0.000:0.000:-1.300",97.280,"Degraded",0.000,1,"NavigateToSource:Forward"
96.5572,9,9,951,0.5057,0.6215,7.8227,10.0000,180,0,"",-0.0414,-0.1086,-8.0155,0.0500,0.0065,-0.0012,0.0224,0.0304,1.0459,1.4226,22.0412,-33.1429,125.7419,1.2342,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,True,False,True,"H1:-8.400:0.000:-5.623|H2:-4.200:0.000:10.330|H3:-22.507:0.000:0.717|H4:4.200:0.000:7.070|H5:8.400:0.000:1.724","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:5.183|F2:20.000:0.000:-7.561","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-5.623","0.000:0.000:0.800","-4.200:0.000:10.330","0.000:0.000:0.800","-22.507:0.000:0.717","0.076:0.000:0.796","4.200:0.000:7.070","0.000:0.000:-0.800","8.400:0.000:1.724","0.000:0.000:0.800","0.000:0.000:5.183","0.000:0.000:1.300","20.000:0.000:-7.561","0.000:0.000:-1.300",97.278,"Degraded",0.000,1,"NavigateToSource:Forward"
96.6596,9,9,952,0.5144,0.5502,7.7787,9.8646,180,0,"",-0.0148,-0.1285,-8.1994,-0.0090,-0.0188,-0.0447,0.0184,0.0210,0.8849,1.0082,22.0891,-33.1798,128.4118,0.9465,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,True,False,True,"H1:-8.400:0.000:-5.541|H2:-4.200:0.000:10.412|H3:-22.499:0.000:0.799|H4:4.200:0.000:6.989|H5:8.400:0.000:1.806","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:5.316|F2:20.000:0.000:-7.694","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-5.541","0.000:0.000:0.800","-4.200:0.000:10.412","0.000:0.000:0.800","-22.499:0.000:0.799","0.076:0.000:0.796","4.200:0.000:6.989","0.000:0.000:-0.800","8.400:0.000:1.806","0.000:0.000:0.800","0.000:0.000:5.316","0.000:0.000:1.300","20.000:0.000:-7.694","0.000:0.000:-1.300",97.275,"Degraded",0.000,1,"NavigateToSource:Forward"
96.7607,9,9,953,0.5122,0.6235,7.8432,9.9355,180,0,"",-0.0458,0.0141,-0.0002,-0.0086,-0.0171,0.0013,-0.0016,0.0079,-0.0748,0.3709,22.0821,-33.1741,132.4874,0.1481,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,True,False,True,"H1:-8.400:0.000:-5.460|H2:-4.200:0.000:10.493|H3:-22.491:0.000:0.879|H4:4.200:0.000:6.908|H5:8.400:0.000:1.887","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:5.448|F2:20.000:0.000:-7.825","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-5.460","0.000:0.000:0.800","-4.200:0.000:10.493","0.000:0.000:0.800","-22.491:0.000:0.879","0.076:0.000:0.796","4.200:0.000:6.908","0.000:0.000:-0.800","8.400:0.000:1.887","0.000:0.000:0.800","0.000:0.000:5.448","0.000:0.000:1.300","20.000:0.000:-7.825","0.000:0.000:-1.300",97.273,"Degraded",0.000,1,"NavigateToSource:Forward"
96.8635,9,9,954,0.4598,0.5296,7.8667,9.9511,180,0,"",0.0014,0.0278,0.0797,0.0359,0.0030,0.0246,0.0040,-0.0117,0.1830,-0.5368,22.0886,-33.1801,131.4501,-0.1769,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,False,True,False,True,"H1:-8.400:0.000:-5.378|H2:-4.200:0.000:10.575|H3:-22.484:0.000:0.961|H4:4.200:0.000:6.825|H5:8.400:0.000:1.969","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:5.581|F2:20.000:0.000:-7.747","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.378","0.000:0.000:0.800","-4.200:0.000:10.575","0.000:0.000:0.800","-22.484:0.000:0.961","0.076:0.000:0.796","4.200:0.000:6.825","0.000:0.000:-0.800","8.400:0.000:1.969","0.000:0.000:0.800","0.000:0.000:5.581","0.000:0.000:1.300","20.000:0.000:-7.747","0.000:0.000:1.300",97.271,"Degraded",0.000,1,"NavigateToSource:Forward"
96.9668,9,9,955,0.4736,0.5998,7.8649,10.0000,180,0,"",0.0034,-0.0305,0.0736,0.0139,-0.0219,0.0219,0.0055,0.0072,0.2466,0.3273,22.0868,-33.1780,138.5305,0.2870,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.295|H2:-4.200:0.000:10.658|H3:-22.476:0.000:1.044|H4:4.200:0.000:6.743|H5:8.400:0.000:2.052","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:5.716|F2:20.000:0.000:-7.613","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.295","0.000:0.000:0.800","-4.200:0.000:10.658","0.000:0.000:0.800","-22.476:0.000:1.044","0.076:0.000:0.796","4.200:0.000:6.743","0.000:0.000:-0.800","8.400:0.000:2.052","0.000:0.000:0.800","0.000:0.000:5.716","0.000:0.000:1.300","20.000:0.000:-7.613","0.000:0.000:1.300",97.269,"Degraded",0.000,1,"NavigateToSource:Forward"
97.0681,9,9,956,0.4694,0.5943,7.8468,9.9293,180,0,"",0.0314,0.0879,0.0426,0.0278,-0.0234,0.0058,-0.0015,-0.0131,-0.0680,-0.5842,22.0758,-33.1654,137.5006,-0.3261,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.214|H2:-4.200:0.000:10.739|H3:-22.468:0.000:1.124|H4:4.200:0.000:6.662|H5:8.400:0.000:2.133","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:5.847|F2:20.000:0.000:-7.481","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.214","0.000:0.000:0.800","-4.200:0.000:10.739","0.000:0.000:0.800","-22.468:0.000:1.124","0.076:0.000:0.796","4.200:0.000:6.662","0.000:0.000:-0.800","8.400:0.000:2.133","0.000:0.000:0.800","0.000:0.000:5.847","0.000:0.000:1.300","20.000:0.000:-7.481","0.000:0.000:1.300",97.267,"Degraded",0.000,1,"NavigateToSource:Forward"
97.1704,9,9,957,0.4894,0.5228,7.9226,10.0000,180,0,"",0.0142,0.0541,-0.0082,0.0439,0.0104,0.0198,-0.0043,0.0031,-0.2121,0.1504,22.0721,-33.1612,137.5243,-0.0309,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.132|H2:-4.200:0.000:10.821|H3:-22.460:0.000:1.206|H4:4.200:0.000:6.580|H5:8.400:0.000:2.214","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:5.980|F2:20.000:0.000:-7.348","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.132","0.000:0.000:0.800","-4.200:0.000:10.821","0.000:0.000:0.800","-22.460:0.000:1.206","0.076:0.000:0.796","4.200:0.000:6.580","0.000:0.000:-0.800","8.400:0.000:2.214","0.000:0.000:0.800","0.000:0.000:5.980","0.000:0.000:1.300","20.000:0.000:-7.348","0.000:0.000:1.300",97.265,"Degraded",0.000,1,"NavigateToSource:Forward"
97.2714,9,9,958,0.4675,0.5438,7.8796,10.0000,180,0,"",-0.0054,-0.0325,0.0668,-0.0046,-0.0380,0.0377,0.0032,-0.0097,0.1436,-0.4315,22.0579,-33.1466,134.7016,-0.1440,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.052|H2:-4.200:0.000:10.902|H3:-22.452:0.000:1.286|H4:4.200:0.000:6.499|H5:8.400:0.000:2.295","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:6.112|F2:20.000:0.000:-7.217","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.052","0.000:0.000:0.800","-4.200:0.000:10.902","0.000:0.000:0.800","-22.452:0.000:1.286","0.076:0.000:0.796","4.200:0.000:6.499","0.000:0.000:-0.800","8.400:0.000:2.295","0.000:0.000:0.800","0.000:0.000:6.112","0.000:0.000:1.300","20.000:0.000:-7.217","0.000:0.000:1.300",97.263,"Degraded",0.000,1,"NavigateToSource:Forward"
97.3723,9,9,959,0.4807,0.6101,7.8862,9.8600,180,0,"",0.0075,-0.0339,0.0705,-0.0190,-0.0376,0.0163,-0.0031,-0.0076,-0.1511,-0.3639,22.0554,-33.1447,129.1456,-0.2575,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-4.971|H2:-4.200:0.000:10.982|H3:-22.445:0.000:1.366|H4:4.200:0.000:6.418|H5:8.400:0.000:2.376","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:6.243|F2:20.000:0.000:-7.086","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.971","0.000:0.000:0.800","-4.200:0.000:10.982","0.000:0.000:0.800","-22.445:0.000:1.366","0.076:0.000:0.796","4.200:0.000:6.418","0.000:0.000:-0.800","8.400:0.000:2.376","0.000:0.000:0.800","0.000:0.000:6.243","0.000:0.000:1.300","20.000:0.000:-7.086","0.000:0.000:1.300",97.261,"Degraded",0.000,1,"NavigateToSource:Forward"
97.4723,9,9,960,0.4832,0.6472,7.7902,10.0000,180,0,"",-0.0062,0.0399,-0.0408,0.0074,-0.0055,-0.0326,0.0019,0.0001,0.0879,0.0059,22.0559,-33.1452,125.6617,0.0469,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-4.891|H2:-4.200:0.000:11.063|H3:-22.437:0.000:1.446|H4:4.200:0.000:6.338|H5:8.400:0.000:2.456","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:6.373|F2:20.000:0.000:-6.955","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.891","0.000:0.000:0.800","-4.200:0.000:11.063","0.000:0.000:0.800","-22.437:0.000:1.446","0.076:0.000:0.796","4.200:0.000:6.338","0.000:0.000:-0.800","8.400:0.000:2.456","0.000:0.000:0.800","0.000:0.000:6.373","0.000:0.000:1.300","20.000:0.000:-6.955","0.000:0.000:1.300",97.259,"Degraded",0.000,1,"NavigateToSource:Forward"
97.5741,9,9,961,0.4744,0.4787,7.7145,9.9646,180,0,"",0.0509,-0.1438,0.0130,0.0255,0.0216,-0.0087,-0.0137,0.0113,-0.6111,0.5058,22.0701,-33.1569,132.3278,-0.0527,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-4.810|H2:-4.200:0.000:11.144|H3:-22.429:0.000:1.527|H4:4.200:0.000:6.257|H5:8.400:0.000:2.537","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:6.505|F2:20.000:0.000:-6.823","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.810","0.000:0.000:0.800","-4.200:0.000:11.144","0.000:0.000:0.800","-22.429:0.000:1.527","0.076:0.000:0.796","4.200:0.000:6.257","0.000:0.000:-0.800","8.400:0.000:2.537","0.000:0.000:0.800","0.000:0.000:6.505","0.000:0.000:1.300","20.000:0.000:-6.823","0.000:0.000:1.300",97.257,"Degraded",0.000,1,"NavigateToSource:Forward"
97.6769,9,9,962,0.5016,0.6157,7.8027,9.9402,180,0,"",0.0751,0.0200,-0.0501,0.0146,0.0059,-0.0352,0.0102,-0.0036,0.4676,-0.1667,22.0685,-33.1541,124.4695,0.1504,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-4.727|H2:-4.200:0.000:11.226|H3:-22.421:0.000:1.609|H4:4.200:0.000:6.175|H5:8.400:0.000:2.620","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:6.639|F2:20.000:0.000:-6.690","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.727","0.000:0.000:0.800","-4.200:0.000:11.226","0.000:0.000:0.800","-22.421:0.000:1.609","0.076:0.000:0.796","4.200:0.000:6.175","0.000:0.000:-0.800","8.400:0.000:2.620","0.000:0.000:0.800","0.000:0.000:6.639","0.000:0.000:1.300","20.000:0.000:-6.690","0.000:0.000:1.300",97.255,"Degraded",0.000,1,"NavigateToSource:Forward"
97.7792,9,9,963,0.5309,0.5916,7.9601,9.9628,180,0,"",-0.0019,-0.0018,-0.0556,0.0191,0.0159,0.0390,-0.0031,0.0069,-0.1466,0.3305,22.0701,-33.1552,126.4767,0.0920,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-4.648|H2:-4.200:0.000:11.308|H3:-22.414:0.000:1.690|H4:4.200:0.000:6.093|H5:8.400:0.000:2.701","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:6.772|F2:20.000:0.000:-6.557","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.648","0.000:0.000:0.800","-4.200:0.000:11.308","0.000:0.000:0.800","-22.414:0.000:1.690","0.076:0.000:0.796","4.200:0.000:6.093","0.000:0.000:-0.800","8.400:0.000:2.701","0.000:0.000:0.800","0.000:0.000:6.772","0.000:0.000:1.300","20.000:0.000:-6.557","0.000:0.000:1.300",97.253,"Degraded",0.000,1,"NavigateToSource:Forward"
97.8799,9,9,964,0.4660,0.6172,7.8613,10.0000,180,0,"",0.0517,-0.0295,-0.0429,0.0324,-0.0308,-0.0440,-0.0106,0.0087,-0.4775,0.3920,22.0602,-33.1468,131.6168,-0.0427,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-4.728|H2:-4.200:0.000:11.389|H3:-22.406:0.000:1.771|H4:4.200:0.000:6.012|H5:8.400:0.000:2.782","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:6.903|F2:20.000:0.000:-6.426","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.728","0.000:0.000:-0.800","-4.200:0.000:11.389","0.000:0.000:0.800","-22.406:0.000:1.771","0.076:0.000:0.796","4.200:0.000:6.012","0.000:0.000:-0.800","8.400:0.000:2.782","0.000:0.000:0.800","0.000:0.000:6.903","0.000:0.000:1.300","20.000:0.000:-6.426","0.000:0.000:1.300",97.251,"Degraded",0.000,1,"NavigateToSource:Forward"
97.9809,9,9,965,0.5123,0.6118,7.8460,10.0000,180,0,"",-0.0251,-0.0161,-0.0593,-0.0089,0.0027,-0.0414,0.0027,0.0025,0.1211,0.1111,22.0623,-33.1501,140.6550,0.1161,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-4.809|H2:-4.200:0.000:11.469|H3:-22.398:0.000:1.851|H4:4.200:0.000:5.931|H5:8.400:0.000:2.863","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:7.034|F2:20.000:0.000:-6.294","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.809","0.000:0.000:-0.800","-4.200:0.000:11.469","0.000:0.000:0.800","-22.398:0.000:1.851","0.076:0.000:0.796","4.200:0.000:5.931","0.000:0.000:-0.800","8.400:0.000:2.863","0.000:0.000:0.800","0.000:0.000:7.034","0.000:0.000:1.300","20.000:0.000:-6.294","0.000:0.000:1.300",97.249,"Degraded",0.000,1,"NavigateToSource:Forward"
98.0836,9,9,966,0.4906,0.5882,7.8170,9.9420,180,0,"",-0.0225,0.0011,-0.0699,-0.0204,0.0049,-0.0166,0.0120,-0.0106,0.5193,-0.4618,22.0697,-33.1581,134.4641,0.0287,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-4.891|H2:-4.200:0.000:11.552|H3:-22.390:0.000:1.933|H4:4.200:0.000:5.849|H5:8.400:0.000:2.945","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:7.167|F2:20.000:0.000:-6.161","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.891","0.000:0.000:-0.800","-4.200:0.000:11.552","0.000:0.000:0.800","-22.390:0.000:1.933","0.076:0.000:0.796","4.200:0.000:5.849","0.000:0.000:-0.800","8.400:0.000:2.945","0.000:0.000:0.800","0.000:0.000:7.167","0.000:0.000:1.300","20.000:0.000:-6.161","0.000:0.000:1.300",97.247,"Degraded",0.000,1,"NavigateToSource:Forward"
98.1842,9,9,967,0.5101,0.5394,7.9042,9.9176,180,0,"",0.0115,-0.0541,0.0242,-0.0361,-0.0391,0.0118,-0.0100,0.0118,-0.4500,0.5308,22.0567,-33.1453,142.3934,0.0404,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-4.972|H2:-4.200:0.000:11.632|H3:-22.383:0.000:2.013|H4:4.200:0.000:5.769|H5:8.400:0.000:3.026","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:7.298|F2:20.000:0.000:-6.030","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.972","0.000:0.000:-0.800","-4.200:0.000:11.632","0.000:0.000:0.800","-22.383:0.000:2.013","0.076:0.000:0.796","4.200:0.000:5.769","0.000:0.000:-0.800","8.400:0.000:3.026","0.000:0.000:0.800","0.000:0.000:7.298","0.000:0.000:1.300","20.000:0.000:-6.030","0.000:0.000:1.300",97.245,"Degraded",0.000,1,"NavigateToSource:Forward"
98.2867,9,9,968,0.4767,0.5320,7.7760,10.0000,180,0,"",0.0302,0.0525,-0.0071,-0.0091,-0.0018,-0.0270,-0.0043,-0.0060,-0.2085,-0.2893,22.0558,-33.1444,141.6368,-0.2489,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.054|H2:-4.200:0.000:11.714|H3:-22.375:0.000:2.095|H4:4.200:0.000:5.687|H5:8.400:0.000:3.108","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:7.431|F2:20.000:0.000:-5.897","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.054","0.000:0.000:-0.800","-4.200:0.000:11.714","0.000:0.000:0.800","-22.375:0.000:2.095","0.076:0.000:0.796","4.200:0.000:5.687","0.000:0.000:-0.800","8.400:0.000:3.108","0.000:0.000:0.800","0.000:0.000:7.431","0.000:0.000:1.300","20.000:0.000:-5.897","0.000:0.000:1.300",97.243,"Degraded",0.000,1,"NavigateToSource:Forward"
98.3870,9,9,969,0.5360,0.5606,7.7724,9.9442,180,0,"",-0.0203,0.0104,0.1115,-0.0128,-0.0036,0.0052,0.0005,-0.0189,0.0265,-0.9346,22.0491,-33.1371,137.6061,-0.4540,False,True,"Parcel_3","-22.000:0.350:0.000","PD2","R2",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.134|H2:-4.200:0.000:11.794|H3:-22.367:0.000:2.175|H4:4.200:0.000:5.607|H5:8.400:0.000:3.188","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.076:0.000:0.796|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:7.562|F2:20.000:0.000:-5.766","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.134","0.000:0.000:-0.800","-4.200:0.000:11.794","0.000:0.000:0.800","-22.367:0.000:2.175","0.076:0.000:0.796","4.200:0.000:5.607","0.000:0.000:-0.800","8.400:0.000:3.188","0.000:0.000:0.800","0.000:0.000:7.562","0.000:0.000:1.300","20.000:0.000:-5.766","0.000:0.000:1.300",97.241,"Degraded",0.000,1,"NavigateToSource:Forward"
