timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
13.2005,9,9,130,1.7669,10.0000,9.9684,2.9767,180,0,"",-0.0119,0.0226,-0.0062,-0.0173,0.0115,0.0009,0.0349,0.0509,1.6457,2.4020,-12.9059,-26.1246,152.4881,2.0239,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.852|H2:-4.200:0.000:-2.942|H3:-22.000:0.000:4.558|H4:4.200:0.000:2.942|H5:8.400:0.000:-0.558","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:3.657|F2:20.000:0.000:6.555","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.852","0.000:0.000:-0.800","-4.200:0.000:-2.942","0.000:0.000:0.800","-22.000:0.000:4.558","0.000:0.000:0.800","4.200:0.000:2.942","0.000:0.000:-0.800","8.400:0.000:-0.558","0.000:0.000:-0.800","0.000:0.000:3.657","0.000:0.000:1.300","20.000:0.000:6.555","0.000:0.000:-1.300",99.735,"Degraded",0.000,1,"NavigateToSource:Forward"
13.3031,9,9,131,1.6967,10.0000,9.9911,2.7752,180,0,"",-0.0237,0.0767,-0.0610,-0.0128,-0.0031,0.0167,0.0292,0.0380,1.3368,1.7415,-12.8239,-26.2659,148.0431,1.5392,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.773|H2:-4.200:0.000:-2.860|H3:-22.000:0.000:4.640|H4:4.200:0.000:2.860|H5:8.400:0.000:-0.640","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:3.791|F2:20.000:0.000:6.422","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.773","0.000:0.000:0.800","-4.200:0.000:-2.860","0.000:0.000:0.800","-22.000:0.000:4.640","0.000:0.000:0.800","4.200:0.000:2.860","0.000:0.000:-0.800","8.400:0.000:-0.640","0.000:0.000:-0.800","0.000:0.000:3.791","0.000:0.000:1.300","20.000:0.000:6.422","0.000:0.000:-1.300",99.733,"Degraded",0.000,1,"NavigateToSource:Forward"
13.4048,9,9,132,1.4807,9.9274,9.9758,2.8550,180,0,"",0.0742,0.0530,0.0193,0.0324,-0.0156,-0.0124,0.0308,0.0523,1.4510,2.4674,-12.7154,-26.4106,142.0358,1.9592,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.692|H2:-4.200:0.000:-2.778|H3:-22.000:0.000:4.722|H4:4.200:0.000:2.778|H5:8.400:0.000:-0.722","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:3.923|F2:20.000:0.000:6.289","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.692","0.000:0.000:0.800","-4.200:0.000:-2.778","0.000:0.000:0.800","-22.000:0.000:4.722","0.000:0.000:0.800","4.200:0.000:2.778","0.000:0.000:-0.800","8.400:0.000:-0.722","0.000:0.000:-0.800","0.000:0.000:3.923","0.000:0.000:1.300","20.000:0.000:6.289","0.000:0.000:-1.300",99.731,"Degraded",0.000,1,"NavigateToSource:Forward"
13.5052,9,9,133,1.3710,9.9680,10.0000,2.7753,180,0,"",0.0537,-0.0427,0.0083,-0.0094,0.0173,0.0022,0.0350,0.0352,1.6380,1.6474,-12.6228,-26.5534,148.4971,1.6427,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.612|H2:-4.200:0.000:-2.698|H3:-22.000:0.000:4.802|H4:4.200:0.000:2.698|H5:8.400:0.000:-0.802","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:4.053|F2:20.000:0.000:6.159","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.612","0.000:0.000:0.800","-4.200:0.000:-2.698","0.000:0.000:0.800","-22.000:0.000:4.802","0.000:0.000:0.800","4.200:0.000:2.698","0.000:0.000:-0.800","8.400:0.000:-0.802","0.000:0.000:-0.800","0.000:0.000:4.053","0.000:0.000:1.300","20.000:0.000:6.159","0.000:0.000:-1.300",99.729,"Degraded",0.000,1,"NavigateToSource:Forward"
13.6063,9,9,134,1.1833,10.0000,9.9723,2.9051,180,0,"",-0.0697,-0.0389,0.0217,0.0230,-0.0254,-0.0447,0.0294,0.0206,1.4100,0.9896,-12.5551,-26.6839,152.4697,1.1998,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.531|H2:-4.200:0.000:-2.617|H3:-22.000:0.000:4.883|H4:4.200:0.000:2.617|H5:8.400:0.000:-0.883","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:4.185|F2:20.000:0.000:6.027","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.531","0.000:0.000:0.800","-4.200:0.000:-2.617","0.000:0.000:0.800","-22.000:0.000:4.883","0.000:0.000:0.800","4.200:0.000:2.617","0.000:0.000:-0.800","8.400:0.000:-0.883","0.000:0.000:-0.800","0.000:0.000:4.185","0.000:0.000:1.300","20.000:0.000:6.027","0.000:0.000:-1.300",99.727,"Degraded",0.000,1,"NavigateToSource:Forward"
13.7084,9,9,135,1.0645,10.0000,9.9992,2.8284,180,0,"",0.0314,-0.0071,-0.0919,-0.0120,-0.0069,0.0061,0.0325,0.0327,1.5731,1.5809,-12.5005,-26.7941,155.0210,1.5770,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.449|H2:-4.200:0.000:-2.535|H3:-22.000:0.000:4.965|H4:4.200:0.000:2.535|H5:8.400:0.000:-0.965","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:4.318|F2:20.000:0.000:5.895","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.449","0.000:0.000:0.800","-4.200:0.000:-2.535","0.000:0.000:0.800","-22.000:0.000:4.965","0.000:0.000:0.800","4.200:0.000:2.535","0.000:0.000:-0.800","8.400:0.000:-0.965","0.000:0.000:-0.800","0.000:0.000:4.318","0.000:0.000:1.300","20.000:0.000:5.895","0.000:0.000:-1.300",99.725,"Degraded",0.000,1,"NavigateToSource:Forward"
13.8095,9,9,136,0.9247,9.9804,10.0000,2.8402,180,0,"",0.0315,0.0093,0.0013,0.0154,0.0102,0.0480,0.0432,0.0350,1.9436,1.5753,-12.4414,-26.9529,159.1057,1.7594,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.368|H2:-4.200:0.000:-2.454|H3:-22.000:0.000:5.046|H4:4.200:0.000:2.454|H5:8.400:0.000:-1.046","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:4.449|F2:20.000:0.000:5.763","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.368","0.000:0.000:0.800","-4.200:0.000:-2.454","0.000:0.000:0.800","-22.000:0.000:5.046","0.000:0.000:0.800","4.200:0.000:2.454","0.000:0.000:-0.800","8.400:0.000:-1.046","0.000:0.000:-0.800","0.000:0.000:4.449","0.000:0.000:1.300","20.000:0.000:5.763","0.000:0.000:-1.300",99.723,"Degraded",0.000,1,"NavigateToSource:Forward"
13.9111,9,9,137,0.8373,10.0000,9.9429,2.8753,180,0,"",0.0012,0.0184,0.0290,-0.0273,0.0068,-0.0092,0.0399,0.0236,1.9260,1.1422,-12.3963,-27.0975,160.6177,1.5341,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.287|H2:-4.200:0.000:-2.373|H3:-22.000:0.000:5.127|H4:4.200:0.000:2.373|H5:8.400:0.000:-1.127","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:4.581|F2:20.000:0.000:5.631","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.287","0.000:0.000:0.800","-4.200:0.000:-2.373","0.000:0.000:0.800","-22.000:0.000:5.127","0.000:0.000:0.800","4.200:0.000:2.373","0.000:0.000:-0.800","8.400:0.000:-1.127","0.000:0.000:-0.800","0.000:0.000:4.581","0.000:0.000:1.300","20.000:0.000:5.631","0.000:0.000:-1.300",99.721,"Degraded",0.000,1,"NavigateToSource:Forward"
14.0127,9,9,138,0.6560,10.0000,9.9412,2.8463,180,0,"",-0.0547,-0.1075,-0.0311,-0.0107,0.0419,-0.0048,0.0276,0.0220,1.3214,1.0553,-12.3527,-27.2553,163.1281,1.1884,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.206|H2:-4.200:0.000:-2.292|H3:-22.000:0.000:5.208|H4:4.200:0.000:2.292|H5:8.400:0.000:-1.208","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:4.713|F2:20.000:0.000:5.499","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.206","0.000:0.000:0.800","-4.200:0.000:-2.292","0.000:0.000:0.800","-22.000:0.000:5.208","0.000:0.000:0.800","4.200:0.000:2.292","0.000:0.000:-0.800","8.400:0.000:-1.208","0.000:0.000:-0.800","0.000:0.000:4.713","0.000:0.000:1.300","20.000:0.000:5.499","0.000:0.000:-1.300",99.719,"Degraded",0.000,1,"NavigateToSource:Forward"
14.1143,9,9,139,0.5937,9.9681,9.9580,2.7309,180,0,"",-0.0645,0.0872,0.0161,0.0022,0.0207,-0.0021,0.0335,0.0413,1.5847,1.9508,-12.2918,-27.4258,161.2665,1.7678,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.124|H2:-4.200:0.000:-2.211|H3:-22.000:0.000:5.289|H4:4.200:0.000:2.211|H5:8.400:0.000:-1.289","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:4.845|F2:20.000:0.000:5.367","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.124","0.000:0.000:0.800","-4.200:0.000:-2.211","0.000:0.000:0.800","-22.000:0.000:5.289","0.000:0.000:0.800","4.200:0.000:2.211","0.000:0.000:-0.800","8.400:0.000:-1.289","0.000:0.000:-0.800","0.000:0.000:4.845","0.000:0.000:1.300","20.000:0.000:5.367","0.000:0.000:-1.300",99.717,"Degraded",0.000,1,"NavigateToSource:Forward"
14.2163,9,9,140,0.5136,9.8958,10.0000,2.8552,180,0,"",-0.0500,0.0024,-0.0035,0.0134,0.0174,0.0019,0.0253,0.0419,1.2100,2.0030,-12.2427,-27.5615,161.4203,1.6065,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.043|H2:-4.200:0.000:-2.129|H3:-22.000:0.000:5.371|H4:4.200:0.000:2.129|H5:8.400:0.000:-1.371","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:4.978|F2:20.000:0.000:5.234","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.043","0.000:0.000:0.800","-4.200:0.000:-2.129","0.000:0.000:0.800","-22.000:0.000:5.371","0.000:0.000:0.800","4.200:0.000:2.129","0.000:0.000:-0.800","8.400:0.000:-1.371","0.000:0.000:-0.800","0.000:0.000:4.978","0.000:0.000:1.300","20.000:0.000:5.234","0.000:0.000:-1.300",99.715,"Degraded",0.000,1,"NavigateToSource:Forward"
14.3172,9,9,141,0.4265,10.0000,9.9897,2.8509,180,0,"",-0.0366,-0.0063,0.0653,0.0113,-0.0288,0.0332,0.0278,0.0223,1.2591,1.0090,-12.1801,-27.6925,151.5289,1.1340,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.962|H2:-4.200:0.000:-2.048|H3:-22.000:0.000:5.452|H4:4.200:0.000:2.048|H5:8.400:0.000:-1.452","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:5.109|F2:20.000:0.000:5.103","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.962","0.000:0.000:0.800","-4.200:0.000:-2.048","0.000:0.000:0.800","-22.000:0.000:5.452","0.000:0.000:0.800","4.200:0.000:2.048","0.000:0.000:-0.800","8.400:0.000:-1.452","0.000:0.000:-0.800","0.000:0.000:5.109","0.000:0.000:1.300","20.000:0.000:5.103","0.000:0.000:-1.300",99.713,"Degraded",0.000,1,"NavigateToSource:Forward"
14.4198,9,9,142,0.3840,9.9597,0.5721,2.8511,180,0,"",0.0178,-0.0959,-0.0001,0.0074,-0.0105,-0.0223,0.0387,0.0295,1.8688,1.4241,-12.0991,-27.8286,148.4951,1.6465,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.880|H2:-4.200:0.000:-1.966|H3:-22.000:0.000:5.534|H4:4.200:0.000:1.966|H5:8.400:0.000:-1.534","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:5.242|F2:20.000:0.000:4.970","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.880","0.000:0.000:0.800","-4.200:0.000:-1.966","0.000:0.000:0.800","-22.000:0.000:5.534","0.000:0.000:0.800","4.200:0.000:1.966","0.000:0.000:-0.800","8.400:0.000:-1.534","0.000:0.000:-0.800","0.000:0.000:5.242","0.000:0.000:1.300","20.000:0.000:4.970","0.000:0.000:-1.300",99.711,"Degraded",0.000,1,"NavigateToSource:Forward"
14.5215,9,9,143,0.3998,9.9925,0.5522,2.8468,180,0,"",-0.0392,0.0214,-0.0337,-0.0126,0.0068,0.0187,0.0401,0.0444,1.9264,2.1298,-12.0085,-27.9592,145.6260,2.0281,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.799|H2:-4.200:0.000:-1.885|H3:-22.000:0.000:5.615|H4:4.200:0.000:1.885|H5:8.400:0.000:-1.615","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:5.375|F2:20.000:0.000:4.838","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.799","0.000:0.000:0.800","-4.200:0.000:-1.885","0.000:0.000:0.800","-22.000:0.000:5.615","0.000:0.000:0.800","4.200:0.000:1.885","0.000:0.000:-0.800","8.400:0.000:-1.615","0.000:0.000:-0.800","0.000:0.000:5.375","0.000:0.000:1.300","20.000:0.000:4.838","0.000:0.000:-1.300",99.709,"Degraded",0.000,1,"NavigateToSource:Forward"
14.6239,9,9,144,0.3695,9.9760,0.6020,2.8818,180,0,"",0.0583,0.0046,0.0134,0.0138,0.0075,-0.0127,0.0458,0.0309,2.0480,1.3793,-11.9088,-28.1031,144.8500,1.7136,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.717|H2:-4.200:0.000:-1.803|H3:-22.000:0.000:5.697|H4:4.200:0.000:1.803|H5:8.400:0.000:-1.697","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:5.508|F2:20.000:0.000:4.705","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.717","0.000:0.000:0.800","-4.200:0.000:-1.803","0.000:0.000:0.800","-22.000:0.000:5.697","0.000:0.000:0.800","4.200:0.000:1.803","0.000:0.000:-0.800","8.400:0.000:-1.697","0.000:0.000:-0.800","0.000:0.000:5.508","0.000:0.000:1.300","20.000:0.000:4.705","0.000:0.000:-1.300",99.707,"Degraded",0.000,1,"NavigateToSource:Forward"
14.7258,9,9,145,0.3512,9.9624,0.5268,2.8148,180,0,"",-0.0423,-0.0047,0.0087,-0.0021,-0.0026,-0.0236,0.0329,0.0080,1.6088,0.3932,-11.8470,-28.1966,143.6755,1.0010,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.635|H2:-4.200:0.000:-1.721|H3:-22.000:0.000:5.779|H4:4.200:0.000:1.721|H5:8.400:0.000:-1.779","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:5.640|F2:20.000:0.000:4.572","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.635","0.000:0.000:0.800","-4.200:0.000:-1.721","0.000:0.000:0.800","-22.000:0.000:5.779","0.000:0.000:0.800","4.200:0.000:1.721","0.000:0.000:-0.800","8.400:0.000:-1.779","0.000:0.000:-0.800","0.000:0.000:5.640","0.000:0.000:1.300","20.000:0.000:4.572","0.000:0.000:-1.300",99.705,"Degraded",0.000,1,"NavigateToSource:Forward"
14.8273,9,9,146,0.4059,9.9865,0.4435,2.7686,180,0,"",-0.0199,0.0632,0.0326,0.0416,0.0019,0.0228,0.0313,0.0162,1.5585,0.8069,-11.7721,-28.3059,146.4842,1.1827,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.554|H2:-4.200:0.000:-1.640|H3:-22.000:0.000:5.845|H4:4.200:0.000:1.640|H5:8.400:0.000:-1.860","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:5.772|F2:20.000:0.000:4.440","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.554","0.000:0.000:0.800","-4.200:0.000:-1.640","0.000:0.000:0.800","-22.000:0.000:5.845","0.000:0.000:-0.800","4.200:0.000:1.640","0.000:0.000:-0.800","8.400:0.000:-1.860","0.000:0.000:-0.800","0.000:0.000:5.772","0.000:0.000:1.300","20.000:0.000:4.440","0.000:0.000:-1.300",99.703,"Degraded",0.000,1,"NavigateToSource:Forward"
14.9289,9,9,147,0.3579,10.0000,0.5353,2.8450,180,0,"",-0.0307,0.0400,0.0454,-0.0205,0.0079,0.0068,0.0408,0.0390,2.0099,1.9197,-11.6789,-28.4515,146.2970,1.9648,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.473|H2:-4.200:0.000:-1.559|H3:-22.000:0.000:5.764|H4:4.200:0.000:1.559|H5:8.400:0.000:-1.941","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:5.904|F2:20.000:0.000:4.308","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.473","0.000:0.000:0.800","-4.200:0.000:-1.559","0.000:0.000:0.800","-22.000:0.000:5.764","0.000:0.000:-0.800","4.200:0.000:1.559","0.000:0.000:-0.800","8.400:0.000:-1.941","0.000:0.000:-0.800","0.000:0.000:5.904","0.000:0.000:1.300","20.000:0.000:4.308","0.000:0.000:-1.300",99.701,"Degraded",0.000,1,"NavigateToSource:Forward"
15.0291,9,9,148,0.4289,9.9662,0.4843,2.8598,180,0,"",0.0253,0.0131,0.0547,-0.0442,0.0032,0.0020,0.0431,0.0177,1.8686,0.7689,-11.6001,-28.5842,146.4033,1.3188,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.393|H2:-4.200:0.000:-1.479|H3:-22.000:0.000:5.683|H4:4.200:0.000:1.479|H5:8.400:0.000:-2.021","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:6.034|F2:20.000:0.000:4.178","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.393","0.000:0.000:0.800","-4.200:0.000:-1.479","0.000:0.000:0.800","-22.000:0.000:5.683","0.000:0.000:-0.800","4.200:0.000:1.479","0.000:0.000:-0.800","8.400:0.000:-2.021","0.000:0.000:-0.800","0.000:0.000:6.034","0.000:0.000:1.300","20.000:0.000:4.178","0.000:0.000:-1.300",99.699,"Degraded",0.000,1,"NavigateToSource:Forward"
15.1301,9,9,149,0.3972,10.0000,0.4847,2.7719,180,0,"",0.0665,0.0428,-0.0010,-0.0045,0.0224,-0.0039,0.0274,0.0340,1.2595,1.5632,-11.5137,-28.7062,143.9057,1.4113,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.312|H2:-4.200:0.000:-1.398|H3:-22.000:0.000:5.603|H4:4.200:0.000:1.398|H5:8.400:0.000:-2.102","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:6.166|F2:20.000:0.000:4.046","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.312","0.000:0.000:0.800","-4.200:0.000:-1.398","0.000:0.000:0.800","-22.000:0.000:5.603","0.000:0.000:-0.800","4.200:0.000:1.398","0.000:0.000:-0.800","8.400:0.000:-2.102","0.000:0.000:-0.800","0.000:0.000:6.166","0.000:0.000:1.300","20.000:0.000:4.046","0.000:0.000:-1.300",99.697,"Degraded",0.000,1,"NavigateToSource:Forward"
15.2321,9,9,150,0.3391,10.0000,10.0000,2.8029,180,0,"",-0.0376,-0.0664,-0.0483,-0.0054,-0.0115,0.0099,0.0122,0.0543,0.5402,2.4090,-11.4414,-28.8064,150.7626,1.4746,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.230|H2:-4.200:0.000:-1.316|H3:-22.000:0.000:5.521|H4:4.200:0.000:1.316|H5:8.400:0.000:-2.184","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:6.298|F2:20.000:0.000:3.914","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.230","0.000:0.000:0.800","-4.200:0.000:-1.316","0.000:0.000:0.800","-22.000:0.000:5.521","0.000:0.000:-0.800","4.200:0.000:1.316","0.000:0.000:-0.800","8.400:0.000:-2.184","0.000:0.000:-0.800","0.000:0.000:6.298","0.000:0.000:1.300","20.000:0.000:3.914","0.000:0.000:-1.300",99.695,"Degraded",0.000,1,"NavigateToSource:Forward"
15.3332,9,9,151,0.4559,10.0000,10.0000,2.8156,180,0,"",-0.0362,0.0559,-0.0572,0.0192,-0.0042,0.0112,0.0185,0.0269,0.8506,1.2352,-11.3751,-28.9544,156.8495,1.0429,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.149|H2:-4.200:0.000:-1.235|H3:-22.000:0.000:5.440|H4:4.200:0.000:1.235|H5:8.400:0.000:-2.265","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:6.430|F2:20.000:0.000:3.782","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.149","0.000:0.000:0.800","-4.200:0.000:-1.235","0.000:0.000:0.800","-22.000:0.000:5.440","0.000:0.000:-0.800","4.200:0.000:1.235","0.000:0.000:-0.800","8.400:0.000:-2.265","0.000:0.000:-0.800","0.000:0.000:6.430","0.000:0.000:1.300","20.000:0.000:3.782","0.000:0.000:-1.300",99.693,"Degraded",0.000,1,"NavigateToSource:Forward"
15.4362,9,9,152,0.6075,10.0000,9.9855,2.7493,180,0,"",0.0762,-0.0182,-0.0335,0.0094,0.0113,-0.0129,0.0307,0.0313,1.4183,1.4477,-11.3283,-29.1049,164.1474,1.4330,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.067|H2:-4.200:0.000:-1.153|H3:-22.000:0.000:5.358|H4:4.200:0.000:1.153|H5:8.400:0.000:-2.347","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:-0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:6.564|F2:20.000:0.000:3.648","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.067","0.000:0.000:0.800","-4.200:0.000:-1.153","0.000:0.000:0.800","-22.000:0.000:5.358","0.000:0.000:-0.800","4.200:0.000:1.153","0.000:0.000:-0.800","8.400:0.000:-2.347","0.000:0.000:-0.800","0.000:0.000:6.564","0.000:0.000:1.300","20.000:0.000:3.648","0.000:0.000:-1.300",99.691,"Degraded",0.000,1,"NavigateToSource:Forward"
